date,bitcoin,isPartial
2014-01-05,62,False
2014-01-12,57,False
2014-01-19,60,False
2014-01-26,59,False
2014-02-02,51,False
2014-02-09,63,False
2014-02-16,57,False
2014-02-23,100,False
2014-03-02,79,False
2014-03-09,43,False
2014-03-16,38,False
2014-03-23,39,False
2014-03-30,34,False
2014-04-06,32,False
2014-04-13,29,False
2014-04-20,25,False
2014-04-27,24,False
2014-05-04,23,False
2014-05-11,21,False
2014-05-18,23,False
2014-05-25,27,False
2014-06-01,25,False
2014-06-08,25,False
2014-06-15,24,False
2014-06-22,20,False
2014-06-29,23,False
2014-07-06,21,False
2014-07-13,23,False
2014-07-20,20,False
2014-07-27,20,False
2014-08-03,20,False
2014-08-10,25,False
2014-08-17,24,False
2014-08-24,20,False
2014-08-31,23,False
2014-09-07,24,False
2014-09-14,21,False
2014-09-21,22,False
2014-09-28,23,False
2014-10-05,26,False
2014-10-12,22,False
2014-10-19,19,False
2014-10-26,20,False
2014-11-02,21,False
2014-11-09,23,False
2014-11-16,21,False
2014-11-23,19,False
2014-11-30,19,False
2014-12-07,22,False
2014-12-14,21,False
2014-12-21,24,False
2014-12-28,20,False
