date,bitcoin,isPartial
2009-01-04,0,False
2009-01-11,0,False
2009-01-18,0,False
2009-01-25,43,False
2009-02-01,0,False
2009-02-08,0,False
2009-02-15,0,False
2009-02-22,0,False
2009-03-01,0,False
2009-03-08,0,False
2009-03-15,0,False
2009-03-22,0,False
2009-03-29,0,False
2009-04-05,0,False
2009-04-12,0,False
2009-04-19,0,False
2009-04-26,42,False
2009-05-03,0,False
2009-05-10,0,False
2009-05-17,0,False
2009-05-24,0,False
2009-05-31,0,False
2009-06-07,0,False
2009-06-14,0,False
2009-06-21,0,False
2009-06-28,0,False
2009-07-05,0,False
2009-07-12,0,False
2009-07-19,0,False
2009-07-26,0,False
2009-08-02,0,False
2009-08-09,0,False
2009-08-16,0,False
2009-08-23,0,False
2009-08-30,0,False
2009-09-06,0,False
2009-09-13,0,False
2009-09-20,0,False
2009-09-27,0,False
2009-10-04,0,False
2009-10-11,0,False
2009-10-18,35,False
2009-10-25,0,False
2009-11-01,0,False
2009-11-08,34,False
2009-11-15,0,False
2009-11-22,0,False
2009-11-29,0,False
2009-12-06,100,False
2009-12-13,34,False
2009-12-20,0,False
2009-12-27,0,False
