date,bitcoin,isPartial
2016-01-03,55,False
2016-01-10,58,False
2016-01-17,61,False
2016-01-24,49,False
2016-01-31,49,False
2016-02-07,48,False
2016-02-14,55,False
2016-02-21,52,False
2016-02-28,51,False
2016-03-06,49,False
2016-03-13,48,False
2016-03-20,47,False
2016-03-27,48,False
2016-04-03,45,False
2016-04-10,48,False
2016-04-17,48,False
2016-04-24,55,False
2016-05-01,82,False
2016-05-08,56,False
2016-05-15,52,False
2016-05-22,53,False
2016-05-29,69,False
2016-06-05,65,False
2016-06-12,94,False
2016-06-19,90,False
2016-06-26,72,False
2016-07-03,69,False
2016-07-10,61,False
2016-07-17,54,False
2016-07-24,53,False
2016-07-31,73,False
2016-08-07,54,False
2016-08-14,50,False
2016-08-21,51,False
2016-08-28,50,False
2016-09-04,54,False
2016-09-11,53,False
2016-09-18,53,False
2016-09-25,52,False
2016-10-02,52,False
2016-10-09,56,False
2016-10-16,53,False
2016-10-23,64,False
2016-10-30,69,False
2016-11-06,67,False
2016-11-13,67,False
2016-11-20,67,False
2016-11-27,69,False
2016-12-04,68,False
2016-12-11,66,False
2016-12-18,86,False
2016-12-25,100,False
