date,bitcoin,isPartial
2015-01-04,62,False
2015-01-11,70,False
2015-01-18,58,False
2015-01-25,60,False
2015-02-01,55,False
2015-02-08,58,False
2015-02-15,58,False
2015-02-22,51,False
2015-03-01,56,False
2015-03-08,58,False
2015-03-15,53,False
2015-03-22,50,False
2015-03-29,52,False
2015-04-05,49,False
2015-04-12,46,False
2015-04-19,47,False
2015-04-26,45,False
2015-05-03,44,False
2015-05-10,48,False
2015-05-17,48,False
2015-05-24,49,False
2015-05-31,46,False
2015-06-07,44,False
2015-06-14,56,False
2015-06-21,46,False
2015-06-28,58,False
2015-07-05,61,False
2015-07-12,54,False
2015-07-19,51,False
2015-07-26,53,False
2015-08-02,56,False
2015-08-09,47,False
2015-08-16,57,False
2015-08-23,56,False
2015-08-30,49,False
2015-09-06,46,False
2015-09-13,48,False
2015-09-20,49,False
2015-09-27,47,False
2015-10-04,48,False
2015-10-11,49,False
2015-10-18,52,False
2015-10-25,63,False
2015-11-01,100,False
2015-11-08,70,False
2015-11-15,63,False
2015-11-22,57,False
2015-11-29,58,False
2015-12-06,91,False
2015-12-13,71,False
2015-12-20,67,False
2015-12-27,61,False
