Date,Open,High,Low,Volume
2016-10-10,11.62,12.18,12.1,48881.8529596
2016-10-09,12.02,12.43,12.22,24643.2712019
2016-10-08,12.06,12.74,12.7,33575.1655344
2016-10-07,12.5,13.08,12.88,53435.176243
2016-10-06,12.68,13.18,13.09,48476.0806679
2016-10-05,13.08,13.45,13.34,36972.427553
2016-10-04,13.24,13.58,13.52,54546.9941564
2016-10-03,13.25,13.56,13.29,36084.4048446
2016-10-02,13.19,13.31,13.23,20487.3243321
2016-10-01,13.09,13.31,13.23,32857.1225003
2016-09-30,13.08,13.39,13.11,33018.430067
2016-09-29,13.1,13.39,13.31,36907.1625569
2016-09-28,13.09,13.58,13.09,43267.6594313
2016-09-27,12.85,13.25,12.85,28030.7584356
2016-09-26,12.83,13.15,13.14,23612.3751581
2016-09-25,12.8,13.18,12.96,19609.3027234
2016-09-24,12.62,13.41,13.37,36744.5162371
2016-09-23,13.14,13.45,13.21,25435.9313105
2016-09-22,12.33,13.77,13.77,69158.5109468
2016-09-21,13.16,15.2,14.98,86878.3133999
2016-09-20,13.1,15.25,13.18,103258.244147
2016-09-19,12.61,13.2,12.64,37963.901281
2016-09-18,12.33,12.98,12.8,55642.6741285
2016-09-17,12.41,12.99,12.58,33762.6769117
2016-09-16,11.86,12.76,11.95,56290.9630199
2016-09-15,11.91,12.1,11.91,23164.4146583
2016-09-14,11.8,12.03,11.92,24242.3365898
2016-09-13,11.84,12.08,11.87,29477.7375632
2016-09-12,11.64,11.95,11.64,20983.2393788
2016-09-11,11.6,12.21,12.2,25284.1928829
2016-09-10,11.55,12.21,11.64,20050.6741184
2016-09-09,11.34,11.69,11.39,21564.6954045
2016-09-08,11.31,11.7,11.55,31912.5814352
2016-09-07,11.53,11.9,11.75,33512.3686309
2016-09-06,11.5,11.76,11.75,27155.2325995
2016-09-05,11.62,11.84,11.77,14082.0128362
2016-09-04,11.54,11.88,11.84,19087.2543147
2016-09-03,11.6,12.47,12.15,37685.4071003
2016-09-02,11.95,12.35,12.04,40624.9526007
2016-09-01,11.57,12.5,11.66,86923.5362304
2016-08-31,11.09,11.7,11.21,37764.8503505
2016-08-30,10.95,11.25,10.95,26085.3642301
2016-08-29,10.8,11.16,11.01,31692.2842037
2016-08-28,10.97,11.06,11.02,2208.53908274
2016-08-27,11.17,11.28,11.27,19819.1825905
2016-08-26,11.2,11.47,11.34,27315.0763068
2016-08-25,10.99,11.35,11.01,28931.9602996
2016-08-24,10.98,11.16,11.0,24028.1126264
2016-08-23,10.85,11.2,11.1,32543.6762342
2016-08-22,11.04,11.11,11.07,943.50541468
2016-08-21,11.32,11.32,10.98,17941.4409133
2016-08-20,10.72,11.37,10.7,35430.99935869
2016-08-19,10.79,10.86,10.65,29063.35419567
2016-08-18,10.78,11.06,10.76,36858.97264423
2016-08-17,11.18,11.26,10.69,39561.6766393
2016-08-16,11.21,11.49,11.0,51852.35607119
2016-08-15,11.25,11.52,11.02,31770.75385917
2016-08-14,11.59,11.76,11.2,26491.10147073
2016-08-13,11.82,11.86,11.54,27932.98166253
2016-08-12,11.72,12.08,11.65,30343.92638817
2016-08-11,12.2,12.39,11.6,55827.55995576
2016-08-10,12.36,12.91,11.87,149109.32550371
2016-08-09,11.31,12.48,11.24,83601.64864895
2016-08-08,11.07,11.31,10.94,29172.52753291
2016-08-07,10.95,11.25,10.84,30519.61649174
2016-08-04,10.49,11.55,10.4,106965.49354812
2016-08-03,9.26,10.79,8.91,214505.05675517
2016-08-02,11.2,11.31,6.68,197051.73867017
2016-07-29,12.96,12.98,12.57,54835.49419429
2016-07-28,13.2,13.23,12.53,68443.34617779
2016-07-27,12.14,13.4,11.75,117775.22444971
2016-07-26,13.71,14.01,11.92,163249.82272697
2016-07-25,12.51,13.82,12.4,94761.62225338
2016-07-24,14.53,14.62,12.05,141117.43799115
2016-07-23,14.76,15.39,14.0,125229.74671283
2016-07-22,12.88,15.0,12.73,190755.94297072
2016-07-21,12.57,13.09,12.1,69634.02405837
2016-07-20,11.75,13.0,11.22,37950.13207972
2016-07-19,11.05,11.98,11.03,7909.3321274
2016-07-18,11.35,11.93,11.0,15133.75203913
2016-07-17,11.95,11.95,11.02,11702.04546171
2016-07-16,12.18,12.4,11.8,8740.28855716
2016-07-15,11.5,12.75,11.36,25068.59864852
2016-07-14,10.49,11.78,10.33,23299.89199808
2016-07-13,10.55,10.65,10.49,5537.81953718
2016-07-12,10.6,10.98,10.5,14453.81245707
2016-07-11,10.95,11.16,10.11,10570.61692847
2016-07-10,11.04,11.3,10.9,9691.85394831
2016-07-09,11.35,11.57,10.68,9673.00763474
2016-07-08,10.02,11.8,10.02,27419.14751296
2016-07-07,10.6,10.7,9.75,20924.28607251
2016-07-06,10.4,11.0,10.24,14799.68864997
2016-07-05,11.43,11.48,9.31,34238.15201603
2016-07-04,11.9,12.04,11.41,5421.19475737
2016-07-03,12.15,12.16,11.65,12037.33588116
2016-07-02,12.3,12.45,12.0,11585.39487956
2016-07-01,12.48,12.54,11.8,19271.32937292
2016-06-30,12.94,13.13,12.19,15641.48397009
2016-06-29,12.11,13.0,11.62,23284.03947567
2016-06-28,14.26,14.34,11.52,42119.73413872
2016-06-27,14.01,14.59,13.6,11577.61264297
2016-06-26,14.34,14.49,13.75,5759.18741515
2016-06-25,14.53,14.74,14.0,10703.96230979
2016-06-24,13.62,14.8,13.25,33681.06315905
2016-06-23,13.16,14.5,12.68,35964.13777977
2016-06-22,12.54,15.89,12.54,67879.51613917
2016-06-21,11.88,12.76,11.2,32040.19270969
2016-06-20,12.45,12.76,10.8,32566.47482462
2016-06-19,11.58,13.4,10.72,30557.25421631
2016-06-18,15.1,15.75,10.0,81837.26638801
2016-06-17,21.13,22.0,13.75,120270.75948792
2016-06-16,18.51,21.35,18.42,33482.81562407
2016-06-15,18.8,18.81,17.89,14577.06440909
2016-06-14,17.77,19.08,16.96,35026.23812226
2016-06-13,15.55,17.92,15.49,24101.34369404
2016-06-12,14.05,15.57,13.92,20138.61066251
2016-06-11,13.96,14.29,13.86,7713.33725065
2016-06-10,14.63,14.74,13.76,17284.6498262
2016-06-09,14.61,14.85,14.55,8584.58365695
2016-06-08,14.66,14.87,14.4,12107.85061777
2016-06-07,14.1,14.69,13.97,12658.73478707
2016-06-06,14.03,14.3,13.83,5033.27166195
2016-06-05,13.9,14.06,13.8,2080.77439363
2016-06-04,13.81,14.03,13.56,6210.92860336
2016-06-03,14.13,14.13,13.49,12972.03736155
2016-06-02,14.0,14.18,13.76,8225.89851482
2016-06-01,14.01,14.45,13.5,10327.81996344
2016-05-31,12.86,14.24,12.37,5686.86327333
2016-05-30,12.42,12.88,12.0,4165.77365672
2016-05-29,11.88,12.49,11.46,3518.99766397
2016-05-28,11.09,12.44,10.7,15891.81539323
2016-05-27,12.47,12.78,10.25,18948.83341061
2016-05-26,12.61,12.95,12.15,3419.5488462
