Date,Open,High,Low,Volume
2017-12-05,11511.49,11875.0,11511.02,18115.79769203
2017-12-04,11219.99,11589.98,10950.0,20402.24040765
2017-12-03,10986.09,11891.0,10601.0,30475.69396698
2017-12-02,10837.12,11100.0,10701.0,20655.11002416
2017-12-01,9803.0,10937.0,9517.0,34619.30045502
2017-11-30,10065.78,10850.0,9135.6,41957.71343764
2017-11-29,9944.09,11485.0,8595.55,69013.39112989
2017-11-28,9692.16,9989.95,9692.16,19243.73543723
2017-11-27,9429.65,9795.0,9362.07,25365.50463215
2017-11-26,8715.01,9596.0,8715.01,28766.07095518
2017-11-25,8275.0,8775.22,8203.98,16412.53024439
2017-11-24,8155.01,8324.0,7900.0,15565.35086235
2017-11-23,8265.06,8285.36,8103.0,10933.88243288
2017-11-22,8000.46,8298.98,8000.46,14069.93163937
2017-11-21,8281.01,8375.0,7802.99,31119.58603417
2017-11-20,8028.58,8292.93,7969.0,15429.80679896
2017-11-19,7820.7,8098.62,7700.0,14636.99205143
2017-11-18,7768.03,7847.98,7502.0,14832.01957967
2017-11-17,7786.07,7988.5,7536.0,25789.67867759
2017-11-16,7279.05,7985.37,7130.0,28819.75096838
2017-11-15,6573.04,7349.0,6555.0,27603.31703018
2017-11-14,6475.01,6748.0,6450.0,20943.27199469
2017-11-13,6650.01,6650.01,5511.11,51286.11861404
2017-11-12,6650.01,6650.01,5511.11,51286.11861404
2017-11-11,6705.41,6894.99,6201.01,25768.56751711
2017-11-10,7128.0,7350.0,6426.0,34079.02587348
2017-11-09,7400.98,7489.0,7079.0,18445.49899471
2017-11-08,7080.0,7898.0,7031.66,37519.23073099
2017-11-07,7026.76,7232.84,6950.0,15606.27792081
2017-11-06,7366.01,7432.49,6900.73,23834.06358582
2017-11-05,7428.58,7630.0,7323.0,15905.56304302
2017-11-04,7174.3,7498.0,7011.1,13527.73997353
2017-11-03,7030.02,7449.99,6955.89,25055.37640158
2017-11-02,6364.86,6652.13,6307.71,18247.03192845
2017-11-01,6364.86,6652.13,6307.71,18247.03192845
2017-10-31,6106.29,6422.68,6080.04,13992.42613741
2017-10-30,6167.23,6208.0,6028.0,8349.45725971
2017-10-29,5770.01,6298.99,5728.0,12079.12202193
2017-10-28,5716.41,6000.0,5706.01,11412.36141967
2017-10-27,5716.41,6000.0,5706.01,11412.36141967
2017-10-26,5691.02,6000.0,5677.32,12365.14516697
2017-10-25,5515.01,5718.0,5376.71,14007.198164
2017-10-24,5863.2,5932.71,5462.19,18303.48605899
2017-10-23,5944.42,6057.02,5650.98,16185.51222204
2017-10-22,6091.29,6091.29,5755.95,10680.13548657
2017-10-21,5989.1,6189.1,5868.26,14809.22829831
2017-10-20,5711.71,6063.99,5630.0,16366.83725369
2017-10-19,5574.22,5750.0,5529.44,9164.87505154
2017-10-18,5571.7,5605.88,5102.0,17422.82200684
2017-10-17,5716.89,5785.3,5525.0,9449.47986098
2017-10-16,5709.0,5753.0,5575.55,8623.25212164
2017-10-15,5739.98,5849.83,5455.5,12381.20514357
2017-10-14,5608.0,5762.3,5567.86,8362.0088738
2017-10-13,5315.01,5867.0,5315.0,27568.26635948
2017-10-12,4814.56,5394.86,4807.64,18895.19355662
2017-10-11,4780.0,4925.65,4701.53,11791.36039373
2017-10-10,4740.0,4925.65,4706.0,13580.36063859
2017-10-09,4605.62,4875.39,4561.0,13883.09253354
2017-10-08,4438.0,4612.0,4419.9,7467.04238442
2017-10-07,4347.27,4438.0,4320.0,3971.09320432
2017-10-06,4358.78,4407.0,4299.99,6474.10443411
2017-10-05,4226.01,4365.21,4150.01,6611.83180477
2017-10-04,4294.99,4344.0,4175.3,6496.9459407
2017-10-03,4368.07,4419.95,4240.0,10538.60277361
2017-10-02,4378.0,4470.0,4354.23,8709.96657139
2017-10-01,4336.03,4383.2,4256.92,5080.11909621
2017-09-30,4161.97,4356.28,4135.0,6382.0256696
2017-09-29,4181.0,4212.99,4015.17,10256.8531938
2017-09-28,4199.02,4269.95,4122.0,8539.18488806
2017-09-27,3888.01,4210.75,3880.36,11475.02068609
2017-09-26,3924.01,3960.0,3854.29,5988.88036365
2017-09-25,3693.38,3969.37,3667.86,9460.98785221
2017-09-24,3755.99,3789.99,3630.01,4838.25706012
2017-09-23,3617.88,3818.89,3580.0,6488.47427187
2017-09-22,3628.0,3767.77,3509.79,13055.2520548
2017-09-21,3949.02,3957.02,3571.0,15466.96622662
2017-09-20,3923.07,4044.0,3850.01,9070.82741641
2017-09-19,4071.2,4125.22,3850.44,13965.23451844
2017-09-18,3759.27,4130.0,3713.02,16793.68389728
2017-09-17,3737.78,3841.0,3475.64,11716.19343632
2017-09-16,3798.4,4042.98,3600.0,19550.52142864
2017-09-15,3311.91,3894.48,2975.01,55477.75849035
2017-09-14,3923.67,3929.29,3240.0,35155.7773338
2017-09-13,4182.91,4182.91,3726.0,22642.36569641
2017-09-12,4221.18,4375.37,4080.0,12114.88062039
2017-09-11,4285.0,4365.0,4111.14,9299.49439951
2017-09-10,4335.0,4350.0,4139.0,9987.11015563
2017-09-09,4338.0,4449.95,4180.0,10594.30850223
2017-09-08,4625.94,4679.99,4140.0,21519.07003544
2017-09-07,4615.9,4665.44,4475.01,8737.70387083
2017-09-06,4485.77,4692.0,4431.0,16508.51986871
2017-09-05,4512.46,4512.46,4242.38,17007.10946029
2017-09-04,4603.79,4650.0,4234.16,20245.78756265
2017-09-03,4554.77,4749.99,4524.0,11759.39151392
2017-09-02,4893.06,4980.0,4500.0,19773.47809992
2017-09-01,4743.7,4920.0,4706.0,16707.45588492
2017-08-31,4580.85,4769.03,4580.84,13347.26726537
2017-08-30,4598.99,4635.21,4500.55,10457.64960997
2017-08-29,4373.5,4656.83,4350.0,14589.22980989
2017-08-28,4358.13,4396.0,4200.0,10624.08511052
2017-08-27,4342.2,4392.0,4309.87,6616.90114269
2017-08-26,4375.47,4375.47,4260.01,6201.24920796
2017-08-25,4329.99,4453.9,4284.01,11473.20983617
2017-08-24,4143.02,4334.91,4112.76,9760.81190273
2017-08-23,4050.03,4247.88,4021.59,12167.01334501
2017-08-22,4011.0,4145.0,3583.46,21765.7642176
2017-08-21,4145.0,4145.0,3950.88,13077.30939581
2017-08-20,4155.99,4190.21,4048.94,7412.31596888
2017-08-19,4110.0,4183.39,4000.0,11012.44384095
2017-08-18,4320.01,4350.0,3960.47,20531.96319786
2017-08-17,4325.0,4469.0,4180.0,20123.66610442
2017-08-16,4185.2,4373.99,3928.82,17910.24615948
2017-08-15,4256.99,4434.42,3807.14,32284.70950146
2017-08-14,4095.7,4328.0,3985.01,19673.13726255
2017-08-13,3848.22,4200.0,3831.98,23693.68381353
2017-08-12,3684.0,3974.0,3622.87,19850.85884129
2017-08-11,3441.09,3685.13,3416.86,14159.35864987
2017-08-10,3300.01,3446.99,3300.01,9358.29907845
2017-08-09,3455.0,3461.97,3232.62,13398.44018177
2017-08-08,3395.66,3489.0,3349.91,15900.58564792
2017-08-07,3251.3,3416.0,3190.0,11264.0996281
2017-08-06,3216.97,3278.42,3150.0,8552.65168789
2017-08-05,2859.11,3335.0,2850.0,21439.32367554
2017-08-04,2793.01,2877.79,2760.0,7824.15022351
2017-08-03,2692.45,2799.0,2679.01,7205.14450421
2017-08-02,2707.24,2758.06,2650.0,8531.91553638
2017-08-01,2854.75,2925.0,2676.01,9828.11094764
2017-07-31,2719.02,2900.0,2700.0,11291.32412749
2017-07-30,2699.6,2729.75,2500.0,4916.77648821
2017-07-29,2787.21,2798.0,2656.0,4415.64500615
2017-07-28,2682.91,2825.11,2650.75,12534.7293587
2017-07-27,2499.99,2600.0,2499.05,7643.4046587
2017-07-26,2541.55,2614.0,2403.0,12852.75831304
2017-07-25,2760.66,2782.44,2449.69,18941.02870073
2017-07-24,2724.69,2799.2,2723.02,8143.98270556
2017-07-23,2824.44,2848.0,2691.0,10308.86109522
2017-07-22,2692.14,2869.88,2646.95,12261.15285838
2017-07-21,2845.96,2957.0,2608.27,28819.72400716
2017-07-20,2261.4,2847.84,2242.63,31084.52069667
2017-07-19,2282.72,2396.0,2216.0,18857.71111601
2017-07-18,2199.8,2393.43,2134.37,24122.42502365
2017-07-17,1921.91,2200.0,1891.07,20708.82191296
2017-07-16,2025.95,2045.63,1758.2,22167.56586282
2017-07-15,2202.98,2228.14,1975.01,15847.28604754
2017-07-14,2345.35,2351.15,2150.0,13152.07720135
2017-07-13,2376.99,2416.79,2308.14,9856.31486005
2017-07-12,2342.49,2415.0,2250.0,14050.64869345
2017-07-11,2332.92,2410.0,2250.0,17561.37735009
2017-07-10,2522.98,2523.0,2315.24,13205.86244135
2017-07-09,2561.75,2579.84,2512.37,5907.32842288
2017-07-08,2473.13,2563.5,2471.22,7798.04646051
2017-07-07,2604.47,2607.61,2473.12,11403.6367557
2017-07-06,2611.24,2623.54,2580.69,8282.13897097
2017-07-05,2595.62,2630.24,2551.06,10391.67971181
2017-07-04,2554.5,2636.1,2541.9,10359.67075123
2017-07-03,2517.0,2584.78,2479.75,10242.83435808
2017-07-02,2425.0,2526.72,2385.0,8990.27021391
2017-07-01,2453.0,2515.0,2400.0,8895.66195139
2017-06-30,2547.27,2558.0,2451.28,11452.91049512
2017-06-29,2560.0,2591.98,2506.1,9196.1833652
2017-06-28,2520.0,2605.0,2457.0,17298.8740834
2017-06-27,2412.64,2518.46,2264.0,21854.39547477
2017-06-26,2478.0,2563.9,2258.34,19632.49994646
2017-06-25,2555.68,2625.0,2430.05,13545.3598428
2017-06-24,2704.49,2718.37,2503.05,12681.95081203
2017-06-23,2680.59,2743.0,2665.0,9774.67529627
2017-06-22,2588.99,2724.69,2563.13,12387.36251804
2017-06-21,2757.3,2781.59,2559.51,18282.65098296
2017-06-20,2581.26,2776.95,2580.0,18836.95423702
2017-06-19,2502.94,2591.59,2481.92,13800.51606597
2017-06-18,2673.99,2679.24,2455.01,14389.31631653
2017-06-17,2466.0,2675.0,2413.96,17458.3181947
2017-06-16,2406.98,2524.65,2287.84,22727.34666818
2017-06-15,2386.62,2525.0,2050.0,41510.83279976
2017-06-14,2698.32,2827.0,2330.0,27579.12773242
2017-06-13,2628.74,2798.99,2628.73,21223.72174791
2017-06-12,2980.0,2999.99,2463.89,37892.12471266
2017-06-11,2891.08,2990.0,2881.0,17488.41467399
2017-06-10,2811.34,2926.0,2793.11,17223.33032684
2017-06-09,2792.06,2861.58,2778.0,11267.73184061
2017-06-08,2719.93,2808.78,2611.41,14175.09714051
2017-06-07,2860.0,2885.0,2598.7,18920.22489711
2017-06-06,2676.78,2938.55,2673.94,28578.80760457
2017-06-05,2523.96,2689.0,2511.39,13584.46349901
2017-06-04,2564.33,2564.33,2469.98,13888.23873254
2017-06-03,2447.0,2599.0,2447.0,13429.52923854
2017-06-02,2394.46,2449.8,2379.44,12679.84873475
2017-06-01,2307.13,2488.0,2295.23,21444.51082508
2017-05-31,2153.69,2338.91,2137.69,22837.29727453
2017-05-30,2283.0,2336.88,2112.31,20189.91167609
2017-05-29,2238.79,2357.86,2141.12,16746.28205174
2017-05-28,2082.28,2342.99,2069.1,18196.74748438
2017-05-27,2283.11,2353.35,1913.19,33238.3648203
2017-05-26,2553.0,2683.18,2052.01,33074.32195412
2017-05-25,2398.16,2806.0,2226.86,35799.46873767
2017-05-24,2262.48,2474.69,2255.55,24047.68495415
2017-05-23,2006.45,2283.0,1975.0,19502.32153497
2017-05-22,2049.97,2298.0,2023.07,27509.20169618
2017-05-21,2049.99,2102.68,1988.6,17795.44970563
2017-05-20,1967.94,2051.0,1963.58,13080.1558455
2017-05-19,1898.27,1980.0,1890.28,18885.9876403
2017-05-18,1816.02,1898.46,1800.0,11268.39264574
2017-05-17,1764.2,1840.0,1745.05,13796.06052581
2017-05-16,1759.5,1776.79,1690.14,11454.70999948
2017-05-15,1798.84,1802.99,1702.42,9919.65514057
2017-05-14,1777.09,1829.0,1763.33,7079.09517532
2017-05-13,1737.0,1782.65,1610.0,12698.77925307
2017-05-12,1832.97,1838.05,1651.01,16063.93549246
2017-05-11,1782.96,1889.0,1770.95,15833.41650912
2017-05-10,1740.18,1799.99,1691.3,14004.01535204
2017-05-09,1685.71,1794.7,1630.0,19842.51815585
2017-05-08,1609.8,1686.0,1605.92,15792.44160472
2017-05-07,1581.62,1610.32,1563.87,11302.99832095
2017-05-06,1569.09,1598.89,1536.02,9489.50222542
2017-05-05,1542.89,1630.0,1528.55,17361.65877123
2017-05-04,1524.01,1665.0,1482.06,26571.42261434
2017-05-03,1465.29,1525.0,1453.68,15933.0418659
2017-05-02,1451.93,1492.93,1426.51,12115.26587976
2017-05-01,1382.62,1466.69,1370.98,17039.80427458
2017-04-30,1367.5,1394.51,1334.02,10301.22562652
2017-04-29,1341.66,1369.5,1335.64,10215.12315613
2017-04-28,1354.0,1381.01,1300.2,13547.8218261
2017-04-27,1301.81,1360.0,1295.0,10326.64652368
2017-04-26,1281.94,1320.0,1279.1,9635.84242309
2017-04-25,1259.51,1287.0,1256.16,7998.28770051
2017-04-24,1249.51,1261.16,1246.31,5903.95265928
2017-04-23,1249.97,1254.0,1236.2,4982.370478
2017-04-22,1245.29,1253.0,1221.51,6303.59295657
2017-04-21,1234.75,1258.77,1232.06,6575.35434736
2017-04-20,1206.33,1240.6,1205.51,8066.89247431
2017-04-19,1201.43,1207.44,1191.09,5937.76210957
2017-04-18,1191.82,1206.65,1188.74,6307.29992689
2017-04-17,1179.98,1197.6,1170.85,6439.799729
2017-04-16,0.06,1189.93,0.06,3402.96067421
2017-04-14,1175.67,1196.92,1169.55,5673.72897858
2017-04-13,1212.2,1219.49,1148.98,9436.01049932
2017-04-12,1226.76,1228.32,1209.61,6442.43929199
2017-04-11,1208.46,1234.0,1200.0,5434.49023935
2017-04-10,1211.96,1219.78,1201.0,5599.21817211
2017-04-09,1182.1,1221.0,1175.8,5827.94496708
2017-04-08,1191.02,1198.0,1170.0,4575.83538119
2017-04-07,1198.5,1203.0,1175.26,7015.05872046
2017-04-06,1127.64,1206.97,1127.56,11240.02716283
2017-04-05,1141.26,1144.99,1114.9,8603.57327183
2017-04-04,1154.06,1164.14,1124.98,9314.08389568
2017-04-03,1112.73,1168.72,1108.94,12497.68711355
2017-04-02,1085.52,1119.0,1080.0,7642.38352037
2017-04-01,1091.0,1110.95,1071.45,6968.28980922
2017-03-31,1039.23,1094.49,1034.34,11065.84022504
2017-03-30,1039.69,1052.94,1022.0,8293.34447896
2017-03-29,1043.44,1058.16,1005.77,8768.65769759
2017-03-28,1037.11,1069.39,1016.25,9269.03412634
2017-03-27,960.33,1045.9,958.27,10019.2585304
2017-03-26,958.36,1005.0,943.9,10103.60519668
2017-03-25,933.27,961.11,890.05,18129.82882689
2017-03-24,1017.89,1030.3,930.31,17534.17945999
2017-03-23,1025.0,1057.41,1014.04,7714.60623076
2017-03-22,1114.79,1115.78,985.17,14501.41102812
2017-03-21,1046.08,1120.0,1038.2,12350.63534369
2017-03-19,943.48,1062.92,938.0,13709.27353428
2017-03-18,1083.44,1096.0,919.44,23952.67933521
2017-03-17,1178.17,1190.76,1071.0,18992.42755281
2017-03-16,1258.99,1277.27,1117.77,16660.18083518
2017-03-15,1249.99,1259.81,1240.0,6870.67368057
2017-03-14,1248.0,1262.0,1213.55,7493.11922892
2017-03-13,1239.34,1249.0,1206.0,9527.21054086
2017-03-12,1113.34,1219.0,1107.0,10274.02924954
2017-03-11,1198.16,1360.0,956.85,25708.39097898
2017-03-10,1150.45,1214.95,1131.11,8525.97803332
2017-03-09,1237.33,1246.0,1128.0,13023.43302998
2017-03-08,1284.99,1288.0,1050.0,10813.16390336
2017-03-07,1278.56,1288.0,1268.78,4762.77473789
2017-03-06,1273.95,1278.99,1247.11,3995.25149577
2017-03-05,1294.04,1294.48,1226.41,6387.42106395
2017-03-04,1268.31,1294.99,1255.61,8282.88501009
2017-03-03,1232.99,1298.61,1220.0,8917.87643594
2017-03-02,1085.71,1232.35,1085.71,8153.01192936
2017-02-28,1184.99,1198.99,1176.0,5776.52854549
2017-02-27,1156.69,1187.33,1130.88,4453.89183571
2017-02-26,1186.9,1189.49,1110.0,6032.98813085
2017-02-25,1187.93,1221.93,1103.32,12719.29053243
2017-02-24,1130.24,1197.0,1128.22,7604.03657263
2017-02-23,1129.94,1140.0,1104.9,6036.51831872
2017-02-22,1089.98,1132.95,1081.95,7487.04153662
2017-02-21,1059.7,1095.0,1051.36,4433.33776629
2017-02-20,1062.15,1067.78,1051.26,3025.41424506
2017-02-19,1057.29,1073.8,1055.6,3934.74788542
2017-02-18,1038.94,1064.6,1036.29,6333.73115378
2017-02-17,1014.88,1041.88,1013.02,5996.75823251
2017-02-16,1013.92,1016.0,1007.66,4493.25088905
2017-02-15,1001.61,1018.97,992.27,5911.800419
2017-02-14,1009.99,1021.5,985.68,4721.34918283
2017-02-13,1018.63,1018.88,1008.0,1316.2009579
2017-02-12,1002.0,1023.89,995.49,4321.97059564
2017-02-11,993.0,1008.0,961.0,7943.69633682
2017-02-10,1057.23,1079.0,925.0,16569.62090403
2017-02-09,1053.8,1069.95,1016.49,6977.98967537
2017-02-08,1022.64,1058.26,1021.75,5496.2555647
2017-02-07,1016.34,1027.7,1014.64,4366.70804899
2017-02-06,1035.54,1036.3,1003.02,4621.39169086
2017-02-05,1018.49,1044.12,1001.8,4793.80522616
2017-02-04,1008.44,1024.5,994.34,6776.24937622
2017-02-03,992.95,1010.0,978.74,5727.27372301
2017-02-02,970.0,992.95,963.84,5994.58496645
2017-02-01,923.09,972.3,922.94,6732.91848664
2017-01-31,917.03,923.95,914.69,3622.44136203
2017-01-30,924.69,927.47,915.0,2592.34365375
2017-01-29,922.97,925.5,921.81,2634.13709739
2017-01-28,917.02,924.47,911.0,3719.65718079
2017-01-27,896.85,921.95,896.0,4715.47359732
2017-01-26,887.0,903.98,886.99,4535.10457614
2017-01-25,910.84,923.0,880.0,6386.70919436
2017-01-24,930.0,931.33,910.54,4159.40323222
2017-01-23,925.06,946.25,902.0,5044.18354801
2017-01-22,894.99,930.0,891.28,4666.66088887
2017-01-21,902.92,904.59,890.0,3112.96612951
2017-01-20,887.99,907.0,883.08,5060.28572939
2017-01-19,906.4,916.7,850.0,6947.99649927
2017-01-18,834.4,909.0,830.1,7253.4885706
2017-01-17,833.55,840.0,826.03,3428.87193045
2017-01-16,828.0,835.0,819.0,2939.25314862
2017-01-15,831.42,847.52,822.34,4775.25567561
2017-01-14,812.24,835.01,782.85,10492.68211002
2017-01-13,795.79,840.0,734.64,13199.24101512
2017-01-12,907.1,923.98,765.0,19434.32324428
2017-01-11,902.66,915.1,899.01,7231.56782665
2017-01-10,922.95,922.95,886.42,5912.95583636
2017-01-09,908.99,953.8,899.16,5411.21190909
2017-01-08,895.79,910.0,802.07,11215.54290761
2017-01-07,1007.0,1033.85,875.01,14274.02206931
2017-01-06,1134.4,1175.0,880.0,20438.47899481
2017-01-05,1018.35,1147.0,1018.35,16211.50188377
2017-01-04,1011.1,1036.99,1006.71,8626.60690814
2017-01-03,992.86,1034.39,990.52,7727.83210162
2017-01-02,973.36,1000.0,964.37,4420.41105561
2017-01-01,961.18,973.37,949.0,3838.21925314
2016-12-31,970.51,970.51,930.3,7945.78839017
2016-12-30,982.53,988.88,950.5,8996.82698976
2016-12-29,929.37,983.46,923.95,9793.52705387
2016-12-28,902.1,943.36,895.0,6717.8694549
2016-12-27,896.12,908.24,890.0,3287.45990509
2016-12-26,892.59,897.4,851.11,5384.74362659
2016-12-25,917.31,918.19,880.1,6458.36636682
2016-12-24,856.87,918.5,855.45,12733.95048092
2016-12-23,834.49,875.75,832.38,8779.65299187
2016-12-22,798.88,835.0,798.88,8448.82989636
2016-12-21,791.24,799.21,788.58,5928.34801127
2016-12-20,790.71,794.99,789.0,5498.30958127
2016-12-19,788.56,791.96,787.19,2846.77518842
2016-12-18,780.81,791.97,779.5,4359.82329091
2016-12-17,776.16,785.0,774.8,5722.79895907
2016-12-16,777.58,780.0,775.0,5927.15703136
2016-12-15,776.87,781.8,773.2,4480.54123305
2016-12-14,779.11,790.34,772.76,5419.80484479
2016-12-13,770.97,782.0,770.88,4391.12945871
